contact_pair	end2	region1	region2	pixel_size	chrom2	chrom1	start2	dist_from_diag	end1	start1	Sample	value	Patient	Celltype
(('chr9', 132460000, 132610000), ('chr17', 48500000, 48640000))	48640000	('chr9', 132460000, 132610000)	('chr17', 48500000, 48640000)	21000000000	chr17	chr9	48500000	83965000.0	132610000	132460000	2M_NeuN-		2M	NeuN-
(('chr9', 132460000, 132610000), ('chr17', 79780000, 79800000))	79800000	('chr9', 132460000, 132610000)	('chr17', 79780000, 79800000)	3000000000	chr17	chr9	79780000	52745000.0	132610000	132460000	2M_NeuN-		2M	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 22330000, 22340000))	22340000	('chr10', 8050000, 8060000)	('chr10', 22330000, 22340000)	100000000	chr10	chr10	22330000	14280000.0	8060000	8050000	2M_NeuN-	1.2178035627933441	2M	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 26200000, 26220000))	26220000	('chr10', 8050000, 8060000)	('chr10', 26200000, 26220000)	200000000	chr10	chr10	26200000	18155000.0	8060000	8050000	2M_NeuN-	2.1419594729177835	2M	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 99520000, 99540000))	99540000	('chr10', 8050000, 8060000)	('chr10', 99520000, 99540000)	200000000	chr10	chr10	99520000	91475000.0	8060000	8050000	2M_NeuN-	0.9664603809802689	2M	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 100730000, 100750000))	100750000	('chr10', 8050000, 8060000)	('chr10', 100730000, 100750000)	200000000	chr10	chr10	100730000	92685000.0	8060000	8050000	2M_NeuN-	0.8857717971667665	2M	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 101220000, 101240000))	101240000	('chr10', 8050000, 8060000)	('chr10', 101220000, 101240000)	200000000	chr10	chr10	101220000	93175000.0	8060000	8050000	2M_NeuN-	0.0	2M	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 117140000, 117150000))	117150000	('chr10', 8050000, 8060000)	('chr10', 117140000, 117150000)	100000000	chr10	chr10	117140000	109090000.0	8060000	8050000	2M_NeuN-	1.322909895148874	2M	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 117530000, 117540000))	117540000	('chr10', 8050000, 8060000)	('chr10', 117530000, 117540000)	100000000	chr10	chr10	117530000	109480000.0	8060000	8050000	2M_NeuN-	1.446557120767525	2M	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 118230000, 118240000))	118240000	('chr10', 8050000, 8060000)	('chr10', 118230000, 118240000)	100000000	chr10	chr10	118230000	110180000.0	8060000	8050000	2M_NeuN-	1.2651601348549701	2M	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 123130000, 123140000))	123140000	('chr10', 8050000, 8060000)	('chr10', 123130000, 123140000)	100000000	chr10	chr10	123130000	115080000.0	8060000	8050000	2M_NeuN-	0.31318664482069725	2M	NeuN-
(('chr10', 8050000, 8060000), ('chr10', 129960000, 129970000))	129970000	('chr10', 8050000, 8060000)	('chr10', 129960000, 129970000)	100000000	chr10	chr10	129960000	121910000.0	8060000	8050000	2M_NeuN-	0.6911777586189836	2M	NeuN-
(('chr10', 22330000, 22340000), ('chr10', 23180000, 23190000))	23190000	('chr10', 22330000, 22340000)	('chr10', 23180000, 23190000)	100000000	chr10	chr10	23180000	850000.0	22340000	22330000	2M_NeuN-	1.9721869084104298	2M	NeuN-
(('chr10', 23180000, 23190000), ('chr10', 26200000, 26220000))	26220000	('chr10', 23180000, 23190000)	('chr10', 26200000, 26220000)	200000000	chr10	chr10	26200000	3025000.0	23190000	23180000	2M_NeuN-	0.9232695023123755	2M	NeuN-
(('chr10', 26200000, 26220000), ('chr10', 99520000, 99540000))	99540000	('chr10', 26200000, 26220000)	('chr10', 99520000, 99540000)	400000000	chr10	chr10	99520000	73320000.0	26220000	26200000	2M_NeuN-	0.727188473646557	2M	NeuN-
(('chr10', 26200000, 26220000), ('chr10', 117530000, 117540000))	117540000	('chr10', 26200000, 26220000)	('chr10', 117530000, 117540000)	200000000	chr10	chr10	117530000	91325000.0	26220000	26200000	2M_NeuN-	1.8162939118181571	2M	NeuN-
(('chr10', 75390000, 75430000), ('chr10', 99520000, 99540000))	99540000	('chr10', 75390000, 75430000)	('chr10', 99520000, 99540000)	800000000	chr10	chr10	99520000	24120000.0	75430000	75390000	2M_NeuN-	1.4933546636505994	2M	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 100730000, 100750000))	100750000	('chr10', 99520000, 99540000)	('chr10', 100730000, 100750000)	400000000	chr10	chr10	100730000	1210000.0	99540000	99520000	2M_NeuN-	0.6377842840761617	2M	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 101220000, 101240000))	101240000	('chr10', 99520000, 99540000)	('chr10', 101220000, 101240000)	400000000	chr10	chr10	101220000	1700000.0	99540000	99520000	2M_NeuN-	0.5495797230345253	2M	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 117140000, 117150000))	117150000	('chr10', 99520000, 99540000)	('chr10', 117140000, 117150000)	200000000	chr10	chr10	117140000	17615000.0	99540000	99520000	2M_NeuN-	1.685153280035787	2M	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 117530000, 117540000))	117540000	('chr10', 99520000, 99540000)	('chr10', 117530000, 117540000)	200000000	chr10	chr10	117530000	18005000.0	99540000	99520000	2M_NeuN-	1.5490558895549202	2M	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 118230000, 118240000))	118240000	('chr10', 99520000, 99540000)	('chr10', 118230000, 118240000)	200000000	chr10	chr10	118230000	18705000.0	99540000	99520000	2M_NeuN-	0.9770412341178343	2M	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 123130000, 123140000))	123140000	('chr10', 99520000, 99540000)	('chr10', 123130000, 123140000)	200000000	chr10	chr10	123130000	23605000.0	99540000	99520000	2M_NeuN-	1.299364391307104	2M	NeuN-
(('chr10', 99520000, 99540000), ('chr10', 129960000, 129970000))	129970000	('chr10', 99520000, 99540000)	('chr10', 129960000, 129970000)	200000000	chr10	chr10	129960000	30435000.0	99540000	99520000	2M_NeuN-	1.723229865506882	2M	NeuN-
(('chr10', 100730000, 100750000), ('chr10', 101220000, 101240000))	101240000	('chr10', 100730000, 100750000)	('chr10', 101220000, 101240000)	400000000	chr10	chr10	101220000	490000.0	100750000	100730000	2M_NeuN-	0.719730717107098	2M	NeuN-
(('chr10', 100730000, 100750000), ('chr10', 117140000, 117150000))	117150000	('chr10', 100730000, 100750000)	('chr10', 117140000, 117150000)	200000000	chr10	chr10	117140000	16405000.0	100750000	100730000	2M_NeuN-	1.1074484528578479	2M	NeuN-
(('chr10', 100730000, 100750000), ('chr10', 118230000, 118240000))	118240000	('chr10', 100730000, 100750000)	('chr10', 118230000, 118240000)	200000000	chr10	chr10	118230000	17495000.0	100750000	100730000	2M_NeuN-	1.7157946774510728	2M	NeuN-
(('chr10', 100730000, 100750000), ('chr10', 123130000, 123140000))	123140000	('chr10', 100730000, 100750000)	('chr10', 123130000, 123140000)	200000000	chr10	chr10	123130000	22395000.0	100750000	100730000	2M_NeuN-	1.1034514501178676	2M	NeuN-
(('chr10', 100730000, 100750000), ('chr10', 129960000, 129970000))	129970000	('chr10', 100730000, 100750000)	('chr10', 129960000, 129970000)	200000000	chr10	chr10	129960000	29225000.0	100750000	100730000	2M_NeuN-	1.8435911767895254	2M	NeuN-
(('chr10', 100730000, 100750000), ('chr12', 53900000, 54070000))	54070000	('chr10', 100730000, 100750000)	('chr12', 53900000, 54070000)	3400000000	chr12	chr10	53900000	46755000.0	100750000	100730000	2M_NeuN-		2M	NeuN-
(('chr10', 101220000, 101240000), ('chr10', 117140000, 117150000))	117150000	('chr10', 101220000, 101240000)	('chr10', 117140000, 117150000)	200000000	chr10	chr10	117140000	15915000.0	101240000	101220000	2M_NeuN-	1.6263996474618465	2M	NeuN-
(('chr10', 101220000, 101240000), ('chr10', 123130000, 123140000))	123140000	('chr10', 101220000, 101240000)	('chr10', 123130000, 123140000)	200000000	chr10	chr10	123130000	21905000.0	101240000	101220000	2M_NeuN-	1.24410913825876	2M	NeuN-
(('chr10', 101220000, 101240000), ('chr10', 129960000, 129970000))	129970000	('chr10', 101220000, 101240000)	('chr10', 129960000, 129970000)	200000000	chr10	chr10	129960000	28735000.0	101240000	101220000	2M_NeuN-	1.2138055198242559	2M	NeuN-
(('chr10', 117140000, 117150000), ('chr10', 118230000, 118240000))	118240000	('chr10', 117140000, 117150000)	('chr10', 118230000, 118240000)	100000000	chr10	chr10	118230000	1090000.0	117150000	117140000	2M_NeuN-	1.014952379777898	2M	NeuN-
(('chr10', 117140000, 117150000), ('chr10', 123130000, 123140000))	123140000	('chr10', 117140000, 117150000)	('chr10', 123130000, 123140000)	100000000	chr10	chr10	123130000	5990000.0	117150000	117140000	2M_NeuN-	1.1404210663904033	2M	NeuN-
(('chr10', 117140000, 117150000), ('chr10', 129960000, 129970000))	129970000	('chr10', 117140000, 117150000)	('chr10', 129960000, 129970000)	100000000	chr10	chr10	129960000	12820000.0	117150000	117140000	2M_NeuN-	1.600940497151645	2M	NeuN-
(('chr10', 117530000, 117540000), ('chr10', 118230000, 118240000))	118240000	('chr10', 117530000, 117540000)	('chr10', 118230000, 118240000)	100000000	chr10	chr10	118230000	700000.0	117540000	117530000	2M_NeuN-	2.0508841195518355	2M	NeuN-
(('chr10', 117530000, 117540000), ('chr10', 123130000, 123140000))	123140000	('chr10', 117530000, 117540000)	('chr10', 123130000, 123140000)	100000000	chr10	chr10	123130000	5600000.0	117540000	117530000	2M_NeuN-	1.0409473204854767	2M	NeuN-
(('chr10', 117530000, 117540000), ('chr10', 129960000, 129970000))	129970000	('chr10', 117530000, 117540000)	('chr10', 129960000, 129970000)	100000000	chr10	chr10	129960000	12430000.0	117540000	117530000	2M_NeuN-	2.3399931939685708	2M	NeuN-
(('chr10', 118230000, 118240000), ('chr10', 123130000, 123140000))	123140000	('chr10', 118230000, 118240000)	('chr10', 123130000, 123140000)	100000000	chr10	chr10	123130000	4900000.0	118240000	118230000	2M_NeuN-	0.8842272491056727	2M	NeuN-
(('chr10', 118230000, 118240000), ('chr10', 129960000, 129970000))	129970000	('chr10', 118230000, 118240000)	('chr10', 129960000, 129970000)	100000000	chr10	chr10	129960000	11730000.0	118240000	118230000	2M_NeuN-	2.0036821356528742	2M	NeuN-
(('chr10', 123130000, 123140000), ('chr10', 129960000, 129970000))	129970000	('chr10', 123130000, 123140000)	('chr10', 129960000, 129970000)	100000000	chr10	chr10	129960000	6830000.0	123140000	123130000	2M_NeuN-	1.5574575995828117	2M	NeuN-
(('chr11', 20160000, 20170000), ('chr11', 31810000, 31820000))	31820000	('chr11', 20160000, 20170000)	('chr11', 31810000, 31820000)	100000000	chr11	chr11	31810000	11650000.0	20170000	20160000	2M_NeuN-	0.9682854598019894	2M	NeuN-
(('chr11', 20160000, 20170000), ('chr11', 32430000, 32440000))	32440000	('chr11', 20160000, 20170000)	('chr11', 32430000, 32440000)	100000000	chr11	chr11	32430000	12270000.0	20170000	20160000	2M_NeuN-	0.9577291805202582	2M	NeuN-
(('chr11', 20160000, 20170000), ('chr11', 44310000, 44320000))	44320000	('chr11', 20160000, 20170000)	('chr11', 44310000, 44320000)	100000000	chr11	chr11	44310000	24150000.0	20170000	20160000	2M_NeuN-	1.7283551177999092	2M	NeuN-
(('chr11', 20600000, 20610000), ('chr11', 31810000, 31820000))	31820000	('chr11', 20600000, 20610000)	('chr11', 31810000, 31820000)	100000000	chr11	chr11	31810000	11210000.0	20610000	20600000	2M_NeuN-	1.361868554245823	2M	NeuN-
(('chr11', 20600000, 20610000), ('chr11', 32430000, 32440000))	32440000	('chr11', 20600000, 20610000)	('chr11', 32430000, 32440000)	100000000	chr11	chr11	32430000	11830000.0	20610000	20600000	2M_NeuN-	1.3679951122751914	2M	NeuN-
(('chr11', 20600000, 20610000), ('chr11', 44310000, 44320000))	44320000	('chr11', 20600000, 20610000)	('chr11', 44310000, 44320000)	100000000	chr11	chr11	44310000	23710000.0	20610000	20600000	2M_NeuN-	1.3457941452138513	2M	NeuN-
(('chr11', 31810000, 31820000), ('chr11', 32430000, 32440000))	32440000	('chr11', 31810000, 31820000)	('chr11', 32430000, 32440000)	100000000	chr11	chr11	32430000	620000.0	31820000	31810000	2M_NeuN-	0.7954145463152968	2M	NeuN-
(('chr11', 31810000, 31820000), ('chr11', 44310000, 44320000))	44320000	('chr11', 31810000, 31820000)	('chr11', 44310000, 44320000)	100000000	chr11	chr11	44310000	12500000.0	31820000	31810000	2M_NeuN-	1.2279954519249558	2M	NeuN-
(('chr11', 32430000, 32440000), ('chr11', 44310000, 44320000))	44320000	('chr11', 32430000, 32440000)	('chr11', 44310000, 44320000)	100000000	chr11	chr11	44310000	11880000.0	32440000	32430000	2M_NeuN-	1.9334827574175621	2M	NeuN-
(('chr11', 44310000, 44320000), ('chr11', 122960000, 122970000))	122970000	('chr11', 44310000, 44320000)	('chr11', 122960000, 122970000)	100000000	chr11	chr11	122960000	78650000.0	44320000	44310000	2M_NeuN-	1.7943200548535188	2M	NeuN-
(('chr11', 44310000, 44320000), ('chr11', 128680000, 128700000))	128700000	('chr11', 44310000, 44320000)	('chr11', 128680000, 128700000)	200000000	chr11	chr11	128680000	84375000.0	44320000	44310000	2M_NeuN-	1.3744932184375296	2M	NeuN-
(('chr11', 122960000, 122970000), ('chr12', 53900000, 54070000))	54070000	('chr11', 122960000, 122970000)	('chr12', 53900000, 54070000)	1700000000	chr12	chr11	53900000	68980000.0	122970000	122960000	2M_NeuN-		2M	NeuN-
(('chr12', 53900000, 54070000), ('chr12', 85270000, 85280000))	85280000	('chr12', 53900000, 54070000)	('chr12', 85270000, 85280000)	1700000000	chr12	chr12	85270000	31290000.0	54070000	53900000	2M_NeuN-	0.44856195375385977	2M	NeuN-
(('chr12', 53900000, 54070000), ('chr12', 113460000, 113470000))	113470000	('chr12', 53900000, 54070000)	('chr12', 113460000, 113470000)	1700000000	chr12	chr12	113460000	59480000.0	54070000	53900000	2M_NeuN-	2.0537585015418096	2M	NeuN-
(('chr12', 53900000, 54070000), ('chr12', 114390000, 114400000))	114400000	('chr12', 53900000, 54070000)	('chr12', 114390000, 114400000)	1700000000	chr12	chr12	114390000	60410000.0	54070000	53900000	2M_NeuN-	3.073497541259422	2M	NeuN-
(('chr12', 53900000, 54070000), ('chr12', 114680000, 114690000))	114690000	('chr12', 53900000, 54070000)	('chr12', 114680000, 114690000)	1700000000	chr12	chr12	114680000	60700000.0	54070000	53900000	2M_NeuN-	2.2504356957914173	2M	NeuN-
(('chr12', 53900000, 54070000), ('chr12', 130160000, 130170000))	130170000	('chr12', 53900000, 54070000)	('chr12', 130160000, 130170000)	1700000000	chr12	chr12	130160000	76180000.0	54070000	53900000	2M_NeuN-	1.4412493474933805	2M	NeuN-
(('chr12', 53900000, 54070000), ('chr15', 76310000, 76330000))	76330000	('chr12', 53900000, 54070000)	('chr15', 76310000, 76330000)	3400000000	chr15	chr12	76310000	22335000.0	54070000	53900000	2M_NeuN-		2M	NeuN-
(('chr12', 53900000, 54070000), ('chr17', 48500000, 48640000))	48640000	('chr12', 53900000, 54070000)	('chr17', 48500000, 48640000)	23800000000	chr17	chr12	48500000	5415000.0	54070000	53900000	2M_NeuN-		2M	NeuN-
(('chr12', 85270000, 85280000), ('chr12', 113460000, 113470000))	113470000	('chr12', 85270000, 85280000)	('chr12', 113460000, 113470000)	100000000	chr12	chr12	113460000	28190000.0	85280000	85270000	2M_NeuN-	0.35445623692780515	2M	NeuN-
(('chr12', 85270000, 85280000), ('chr12', 114390000, 114400000))	114400000	('chr12', 85270000, 85280000)	('chr12', 114390000, 114400000)	100000000	chr12	chr12	114390000	29120000.0	85280000	85270000	2M_NeuN-	0.5725825856305723	2M	NeuN-
(('chr12', 113460000, 113470000), ('chr12', 114390000, 114400000))	114400000	('chr12', 113460000, 113470000)	('chr12', 114390000, 114400000)	100000000	chr12	chr12	114390000	930000.0	113470000	113460000	2M_NeuN-	0.9285356869433916	2M	NeuN-
(('chr12', 113460000, 113470000), ('chr12', 114680000, 114690000))	114690000	('chr12', 113460000, 113470000)	('chr12', 114680000, 114690000)	100000000	chr12	chr12	114680000	1220000.0	113470000	113460000	2M_NeuN-	0.9808668036203531	2M	NeuN-
(('chr12', 114390000, 114400000), ('chr17', 79780000, 79800000))	79800000	('chr12', 114390000, 114400000)	('chr17', 79780000, 79800000)	200000000	chr17	chr12	79780000	34605000.0	114400000	114390000	2M_NeuN-		2M	NeuN-
(('chr13', 20120000, 20200000), ('chr13', 27920000, 27990000))	27990000	('chr13', 20120000, 20200000)	('chr13', 27920000, 27990000)	5600000000	chr13	chr13	27920000	7795000.0	20200000	20120000	2M_NeuN-	1.2116776403074654	2M	NeuN-
(('chr13', 20120000, 20200000), ('chr13', 52850000, 52860000))	52860000	('chr13', 20120000, 20200000)	('chr13', 52850000, 52860000)	800000000	chr13	chr13	52850000	32695000.0	20200000	20120000	2M_NeuN-	2.3299801713764623	2M	NeuN-
(('chr13', 20120000, 20200000), ('chr13', 78580000, 78600000))	78600000	('chr13', 20120000, 20200000)	('chr13', 78580000, 78600000)	1600000000	chr13	chr13	78580000	58430000.0	20200000	20120000	2M_NeuN-	1.487713107272618	2M	NeuN-
(('chr13', 20120000, 20200000), ('chr13', 94700000, 94710000))	94710000	('chr13', 20120000, 20200000)	('chr13', 94700000, 94710000)	800000000	chr13	chr13	94700000	74545000.0	20200000	20120000	2M_NeuN-	1.4578474208467807	2M	NeuN-
(('chr13', 20120000, 20200000), ('chr13', 99970000, 99980000))	99980000	('chr13', 20120000, 20200000)	('chr13', 99970000, 99980000)	800000000	chr13	chr13	99970000	79815000.0	20200000	20120000	2M_NeuN-	1.2794836484964986	2M	NeuN-
(('chr13', 20120000, 20200000), ('chr13', 112050000, 112060000))	112060000	('chr13', 20120000, 20200000)	('chr13', 112050000, 112060000)	800000000	chr13	chr13	112050000	91895000.0	20200000	20120000	2M_NeuN-	1.4767109503745155	2M	NeuN-
(('chr13', 27370000, 27380000), ('chr13', 27920000, 27990000))	27990000	('chr13', 27370000, 27380000)	('chr13', 27920000, 27990000)	700000000	chr13	chr13	27920000	580000.0	27380000	27370000	2M_NeuN-	1.4872111000810488	2M	NeuN-
(('chr13', 27370000, 27380000), ('chr13', 78580000, 78600000))	78600000	('chr13', 27370000, 27380000)	('chr13', 78580000, 78600000)	200000000	chr13	chr13	78580000	51215000.0	27380000	27370000	2M_NeuN-	0.4100082697560713	2M	NeuN-
(('chr13', 27370000, 27380000), ('chr13', 99970000, 99980000))	99980000	('chr13', 27370000, 27380000)	('chr13', 99970000, 99980000)	100000000	chr13	chr13	99970000	72600000.0	27380000	27370000	2M_NeuN-	1.1552593501105484	2M	NeuN-
(('chr13', 27370000, 27380000), ('chr13', 112050000, 112060000))	112060000	('chr13', 27370000, 27380000)	('chr13', 112050000, 112060000)	100000000	chr13	chr13	112050000	84680000.0	27380000	27370000	2M_NeuN-	1.3073437762666218	2M	NeuN-
(('chr13', 27920000, 27990000), ('chr13', 50120000, 50130000))	50130000	('chr13', 27920000, 27990000)	('chr13', 50120000, 50130000)	700000000	chr13	chr13	50120000	22170000.0	27990000	27920000	2M_NeuN-	1.0791336175261848	2M	NeuN-
(('chr13', 27920000, 27990000), ('chr13', 52850000, 52860000))	52860000	('chr13', 27920000, 27990000)	('chr13', 52850000, 52860000)	700000000	chr13	chr13	52850000	24900000.0	27990000	27920000	2M_NeuN-	1.7525672409251372	2M	NeuN-
(('chr13', 27920000, 27990000), ('chr13', 78580000, 78600000))	78600000	('chr13', 27920000, 27990000)	('chr13', 78580000, 78600000)	1400000000	chr13	chr13	78580000	50635000.0	27990000	27920000	2M_NeuN-	1.1776309925254316	2M	NeuN-
(('chr13', 27920000, 27990000), ('chr13', 94700000, 94710000))	94710000	('chr13', 27920000, 27990000)	('chr13', 94700000, 94710000)	700000000	chr13	chr13	94700000	66750000.0	27990000	27920000	2M_NeuN-	1.0608253664966538	2M	NeuN-
(('chr13', 27920000, 27990000), ('chr13', 99970000, 99980000))	99980000	('chr13', 27920000, 27990000)	('chr13', 99970000, 99980000)	700000000	chr13	chr13	99970000	72020000.0	27990000	27920000	2M_NeuN-	1.6103420343137675	2M	NeuN-
(('chr13', 27920000, 27990000), ('chr13', 112050000, 112060000))	112060000	('chr13', 27920000, 27990000)	('chr13', 112050000, 112060000)	700000000	chr13	chr13	112050000	84100000.0	27990000	27920000	2M_NeuN-	1.7638589561500784	2M	NeuN-
(('chr13', 27920000, 27990000), ('chr14', 60500000, 60510000))	60510000	('chr13', 27920000, 27990000)	('chr14', 60500000, 60510000)	700000000	chr14	chr13	60500000	32550000.0	27990000	27920000	2M_NeuN-		2M	NeuN-
(('chr13', 27920000, 27990000), ('chr21', 36700000, 36710000))	36710000	('chr13', 27920000, 27990000)	('chr21', 36700000, 36710000)	700000000	chr21	chr13	36700000	8750000.0	27990000	27920000	2M_NeuN-		2M	NeuN-
(('chr13', 50120000, 50130000), ('chr13', 78580000, 78600000))	78600000	('chr13', 50120000, 50130000)	('chr13', 78580000, 78600000)	200000000	chr13	chr13	78580000	28465000.0	50130000	50120000	2M_NeuN-	0.5740131724993982	2M	NeuN-
(('chr13', 52850000, 52860000), ('chr13', 99970000, 99980000))	99980000	('chr13', 52850000, 52860000)	('chr13', 99970000, 99980000)	100000000	chr13	chr13	99970000	47120000.0	52860000	52850000	2M_NeuN-	0.9856065908347449	2M	NeuN-
(('chr13', 78580000, 78600000), ('chr13', 94700000, 94710000))	94710000	('chr13', 78580000, 78600000)	('chr13', 94700000, 94710000)	200000000	chr13	chr13	94700000	16115000.0	78600000	78580000	2M_NeuN-	1.1932754703827628	2M	NeuN-
(('chr13', 78580000, 78600000), ('chr13', 99970000, 99980000))	99980000	('chr13', 78580000, 78600000)	('chr13', 99970000, 99980000)	200000000	chr13	chr13	99970000	21385000.0	78600000	78580000	2M_NeuN-	0.7385127558998706	2M	NeuN-
